Nose_x,Nose_y,LeftEye_x,LeftEye_y,RightEye_x,RightEye_y,LeftEar_x,LeftEar_y,RightEar_x,RightEar_y,LeftShoulder_x,LeftShoulder_y,RightShoulder_x,RightShoulder_y,LeftElbow_x,LeftElbow_y,RightElbow_x,RightElbow_y,LeftWrist_x,LeftWrist_y,RightWrist_x,RightWrist_y,LeftHip_x,LeftHip_y,RightHip_x,RightHip_y,LeftKnee_x,LeftKnee_y,RightKnee_x,RightKnee_y,LeftAnkle_x,LeftAnkle_y,RightAnkle_x,RightAnkle_y,IsArmStretch,IsLegStretch,IsLegClose,IsKneeStop,IsChinOver,PullUpCount,TryCount
306.6582,439.31577,317.11392,434.0879,296.20248,434.0879,338.0254,449.77148,275.29102,449.77148,364.1647,486.36655,259.60742,486.36655,400.75977,392.26498,223.01237,397.49283,426.89908,319.07486,202.1009,313.84702,353.70898,685.0254,280.5189,690.25323,348.4811,847.0892,290.9746,847.0892,338.0254,972.5579,296.20248,967.3301,1.0,1.0,1.0,1.0,0.0,0.0,1
306.6582,439.31577,317.11392,434.0879,296.20248,434.0879,338.0254,444.5436,275.29102,449.77148,364.1647,486.36655,259.60742,486.36655,400.75977,392.26498,223.01237,397.49283,426.89908,319.07486,207.32878,313.84702,353.70898,685.0254,280.5189,690.25323,348.4811,847.0892,290.9746,847.0892,338.0254,967.3301,296.20248,967.3301,1.0,1.0,1.0,1.0,0.0,0.0,1
306.6582,439.31577,317.11392,434.0879,296.20248,434.0879,343.25327,449.77148,280.5189,454.99936,364.1647,486.36655,259.60742,486.36655,400.75977,392.26498,228.24023,397.49283,426.89908,319.07486,202.1009,313.84702,353.70898,685.0254,280.5189,685.0254,348.4811,847.0892,290.9746,847.0892,338.0254,967.3301,296.20248,967.3301,1.0,1.0,1.0,1.0,0.0,0.0,1
307.66797,439.09244,318.1107,433.8711,297.22525,433.8711,338.9961,444.3138,276.33984,449.53516,365.10287,486.08463,260.67578,486.08463,396.431,392.10025,224.1263,397.32162,427.75912,319.0013,203.24089,313.77994,354.66016,684.4961,281.5612,684.4961,349.4388,846.3581,292.0039,846.3581,338.9961,966.4492,297.22525,966.4492,1.0,1.0,1.0,1.0,0.0,0.0,1
308.64844,443.7734,319.1172,433.30466,298.1797,433.30466,340.0547,449.00778,282.47656,454.24216,366.22656,485.64844,261.53906,485.64844,397.6328,396.66403,230.13281,396.66403,429.03906,323.38278,203.96092,312.91403,355.7578,684.5547,277.2422,689.78906,350.52344,846.8203,292.9453,852.0547,340.0547,967.21094,298.1797,967.21094,1.0,1.0,1.0,1.0,0.0,0.0,1
309.13867,444.00327,319.62045,433.52148,298.6569,433.52148,340.58398,444.00327,282.93423,449.24414,366.78842,485.93033,261.9707,485.93033,398.23373,396.8353,225.2845,396.8353,429.67905,318.22202,204.32097,312.9811,356.30664,685.084,277.69336,690.3249,351.06577,847.55145,293.41602,852.7923,340.58398,968.0918,298.6569,968.0918,1.0,1.0,1.0,1.0,0.0,0.0,1
309.63867,444.00327,320.12045,433.52148,299.1569,433.52148,341.08398,444.00327,283.43423,449.24414,367.28842,480.68945,262.4707,485.93033,398.73373,391.5944,225.7845,391.5944,430.17905,318.22202,204.82097,312.9811,356.80664,685.084,278.19336,690.3249,351.56577,847.55145,293.91602,852.7923,341.08398,968.0918,299.1569,968.0918,1.0,1.0,1.0,1.0,0.0,0.0,1
309.6289,444.23306,320.1237,433.73828,299.13412,433.73828,341.11328,444.23306,283.39194,454.72787,367.35025,480.96484,267.64975,486.21225,398.83463,391.75912,230.91797,397.0065,430.319,318.29556,204.68098,313.0482,356.85547,685.6133,278.14453,685.6133,351.60806,848.28253,293.88672,848.28253,341.11328,968.97266,299.13412,968.97266,1.0,1.0,1.0,1.0,0.0,0.0,1
310.1289,444.23306,320.6237,438.9857,299.63412,438.9857,341.61328,449.48047,283.89194,454.72787,367.85025,480.96484,268.14975,486.21225,399.33463,391.75912,231.41797,397.0065,430.819,318.29556,210.42839,313.0482,357.35547,685.6133,283.89194,685.6133,352.10806,848.28253,294.38672,853.52997,341.61328,974.22003,299.63412,968.97266,1.0,1.0,1.0,1.0,0.0,0.0,1
314.8763,444.23306,320.1237,433.73828,299.13412,433.73828,341.11328,449.48047,283.39194,454.72787,367.35025,480.96484,267.64975,486.21225,398.83463,391.75912,230.91797,397.0065,430.319,318.29556,209.92839,313.0482,356.85547,685.6133,283.39194,685.6133,351.60806,848.28253,293.88672,848.28253,341.11328,968.97266,299.13412,968.97266,1.0,1.0,1.0,1.0,0.0,0.0,1
